Date,Open,High,Low,Close,Adj Close,Volume
2020-08-05,277.000000,280.559998,268.619995,278.109985,278.109985,6259500
2020-08-06,272.630005,275.390015,260.000000,260.489990,260.489990,4322500
2020-08-07,245.830002,257.500000,241.729996,249.000000,249.000000,9519600
2020-08-10,248.119995,252.699997,241.360001,250.050003,250.050003,4921200
2020-08-11,246.589996,252.289993,242.660004,244.490005,244.490005,3049900
2020-08-12,244.470001,247.520004,240.240005,240.929993,240.929993,2443400
2020-08-13,243.639999,248.350006,242.610001,243.990005,243.990005,1845300
2020-08-14,246.000000,247.000000,238.514999,240.059998,240.059998,1508000
2020-08-17,242.990005,249.119995,242.000000,247.800003,247.800003,2100800
2020-08-18,250.050003,254.800003,247.440002,251.940002,251.940002,2245000
2020-08-19,250.809998,253.399994,248.500000,251.000000,251.000000,1559500
2020-08-20,248.020004,258.600006,247.000000,257.649994,257.649994,2050300
2020-08-21,259.920013,261.450012,251.100006,251.259995,251.259995,1608300
2020-08-24,254.289993,254.520004,240.330002,245.470001,245.470001,1993500
2020-08-25,242.699997,250.360001,240.710007,249.509995,249.509995,1834600
2020-08-26,254.000000,267.940002,253.169998,265.019989,265.019989,2960200
2020-08-27,265.000000,268.730011,260.200012,261.519989,261.519989,2539200
2020-08-28,264.000000,274.359985,262.500000,264.450012,264.450012,2030200
2020-08-31,266.140015,270.739990,261.899994,269.760010,269.760010,1783700
2020-09-01,274.359985,283.339996,272.000000,273.239990,273.239990,2739600
2020-09-02,279.109985,279.414001,258.779999,264.200012,264.200012,2905100
2020-09-03,255.020004,258.420013,243.759995,248.389999,248.389999,3383400
2020-09-04,245.149994,248.000000,223.009995,233.500000,233.500000,3642843
