Date,Open,High,Low,Close,Adj Close,Volume
2020-08-05,13.410000,14.080000,13.370000,13.920000,13.920000,60375000
2020-08-06,14.100000,14.310000,13.520000,13.840000,13.840000,49787700
2020-08-07,13.540000,13.730000,13.200000,13.420000,13.420000,57746000
2020-08-10,13.940000,14.420000,13.680000,14.210000,14.210000,84267300
2020-08-11,15.300000,15.450000,12.940000,12.990000,12.990000,181311500
2020-08-12,13.370000,13.450000,12.670000,13.360000,13.360000,77471400
2020-08-13,13.450000,13.640000,13.170000,13.360000,13.360000,50093500
2020-08-14,13.180000,13.180000,12.540000,13.100000,13.100000,63250700
2020-08-17,13.070000,14.050000,13.060000,14.050000,14.050000,78340500
2020-08-18,14.230000,14.690000,13.870000,14.300000,14.300000,69962400
2020-08-19,14.290000,14.410000,13.850000,14.060000,14.060000,41966800
2020-08-20,13.850000,14.050000,13.530000,13.780000,13.780000,50072800
2020-08-21,13.640000,14.580000,13.620000,14.120000,14.120000,70189900
2020-08-24,14.630000,14.980000,14.310000,14.970000,14.970000,98697700
2020-08-25,15.080000,17.870001,15.060000,17.840000,17.840000,299047800
2020-08-26,19.010000,20.969999,18.559999,20.440001,20.440001,364104600
2020-08-27,19.990000,20.469999,18.760000,19.879999,19.879999,199850300
2020-08-28,18.870001,19.440001,18.110001,18.500000,18.500000,155242300
2020-08-31,17.190001,19.830000,16.820000,19.030001,19.030001,226610900
2020-09-01,19.450001,20.379999,18.750000,20.120001,20.120001,137644800
2020-09-02,20.920000,21.049999,18.500000,19.900000,19.900000,153460600
2020-09-03,19.090000,19.840000,18.350000,18.700001,18.700001,126312300
2020-09-04,18.540001,19.180000,15.610000,17.980000,17.980000,162311542
