Date,Open,High,Low,Close,Adj Close,Volume
2020-08-05,32.790001,36.240002,32.150002,35.029999,35.029999,32444400
2020-08-06,34.990002,38.009998,34.990002,36.299999,36.299999,19752600
2020-08-07,36.250000,37.669998,35.580002,36.720001,36.720001,11551900
2020-08-10,41.599998,45.720001,40.250000,44.810001,44.810001,59030200
2020-08-11,43.500000,44.250000,40.599998,41.099998,41.099998,21432800
2020-08-12,42.000000,43.639999,41.410999,42.810001,42.810001,10806700
2020-08-13,43.549999,47.450001,43.310001,45.970001,45.970001,23804300
2020-08-14,46.869999,46.950001,44.360001,45.959999,45.959999,12493900
2020-08-17,46.200001,46.650002,41.827999,43.570000,43.570000,13680600
2020-08-18,43.849998,43.880001,41.049999,41.759998,41.759998,9301100
2020-08-19,41.720001,44.599998,41.259998,42.529999,42.529999,10041300
2020-08-20,41.700001,42.410000,40.200001,40.939999,40.939999,7662300
2020-08-21,40.750000,41.130001,39.029999,39.369999,39.369999,8920000
2020-08-24,40.529999,40.540001,37.000000,38.689999,38.689999,10244600
2020-08-25,38.779999,39.970001,38.110001,39.180000,39.180000,5500000
2020-08-26,39.959999,40.169998,38.049999,38.820000,38.820000,6854000
2020-08-27,38.500000,39.849998,37.220001,39.310001,39.310001,8296400
2020-08-28,39.000000,41.930000,38.610001,41.349998,41.349998,13570700
2020-08-31,41.099998,43.279999,40.299999,40.810001,40.810001,11367200
2020-09-01,40.320000,41.465000,39.119999,41.000000,41.000000,8149300
2020-09-02,40.540001,41.570000,38.209999,39.419998,39.419998,8694900
2020-09-03,39.000000,39.330002,35.549999,36.130001,36.130001,10396700
2020-09-04,36.720001,37.349998,32.799999,35.549999,35.549999,8524153
