Date,Open,High,Low,Close,Adj Close,Volume
2020-08-05,115.000000,124.800003,115.000000,122.870003,122.870003,2265900
2020-08-06,125.500000,126.330002,117.239998,120.059998,120.059998,961100
2020-08-07,115.870003,116.620003,105.150002,108.889999,108.889999,1927400
2020-08-10,116.000000,116.019997,105.348000,106.000000,106.000000,1013400
2020-08-11,104.440002,109.199997,102.417000,104.870003,104.870003,827800
2020-08-12,104.919998,107.300003,104.010002,105.129997,105.129997,446400
2020-08-13,106.070000,112.300003,106.070000,110.000000,110.000000,857400
2020-08-14,110.000000,110.510002,106.239998,107.400002,107.400002,361300
2020-08-17,108.169998,112.750000,107.800003,111.160004,111.160004,632100
2020-08-18,113.110001,116.190002,111.370003,115.930000,115.930000,807200
2020-08-19,116.470001,117.470001,112.440002,114.029999,114.029999,625500
2020-08-20,114.459999,123.610001,114.000000,121.970001,121.970001,1378300
2020-08-21,118.000000,119.224998,115.654999,118.000000,118.000000,1473000
2020-08-24,120.919998,121.300003,110.510002,113.089996,113.089996,1088600
2020-08-25,113.019997,117.800003,110.699997,116.959999,116.959999,508100
2020-08-26,118.660004,120.364998,116.764999,117.779999,117.779999,643400
2020-08-27,117.809998,118.410004,111.000000,113.830002,113.830002,651900
2020-08-28,113.000000,116.000000,112.430000,114.290001,114.290001,353300
2020-08-31,116.000000,121.500000,113.779999,120.650002,120.650002,686900
2020-09-01,123.900002,127.320000,122.410004,125.309998,125.309998,1380800
2020-09-02,124.489998,125.290001,105.250000,117.040001,117.040001,2533300
2020-09-03,112.010002,120.419998,105.699997,116.589996,116.589996,3446200
2020-09-04,120.000000,120.940002,103.130096,111.279999,111.279999,1794369
