Date,Open,High,Low,Close,Adj Close,Volume
2020-08-05,250.190002,252.270004,247.770004,249.119995,249.119995,13088400
2020-08-06,249.039993,266.600006,248.669998,265.279999,265.279999,45241600
2020-08-07,264.079987,278.890015,263.429993,268.440002,268.440002,72735500
2020-08-10,268.040009,273.859985,259.690002,263.000000,263.000000,30248800
2020-08-11,260.190002,265.920013,255.130005,256.130005,256.130005,28238300
2020-08-12,258.970001,263.899994,258.109985,259.890015,259.890015,21428300
2020-08-13,261.549988,265.160004,259.570007,261.299988,261.299988,17374000
2020-08-14,262.309998,262.649994,258.679993,261.239990,261.239990,14792700
2020-08-17,262.500000,264.100006,259.399994,261.160004,261.160004,13351100
2020-08-18,260.950012,265.149994,259.260010,262.339996,262.339996,18690400
2020-08-19,261.390015,267.910004,261.350006,262.589996,262.589996,23291500
2020-08-20,261.500000,269.630005,261.459991,269.010010,269.010010,20299700
2020-08-21,268.690002,270.489990,266.420013,267.010010,267.010010,15538600
2020-08-24,271.070007,277.250000,268.769989,271.390015,271.390015,23685600
2020-08-25,272.410004,283.089996,270.260010,280.820007,280.820007,42127200
2020-08-26,284.000000,304.670013,284.000000,303.910004,303.910004,69015200
2020-08-27,300.160004,301.230011,292.019989,293.220001,293.220001,30301300
2020-08-28,295.000000,297.230011,290.980011,293.660004,293.660004,17172400
2020-08-31,293.950012,296.880005,291.549988,293.200012,293.200012,17345100
2020-09-01,294.709991,301.489990,292.709991,295.440002,295.440002,17320900
2020-09-02,298.880005,303.600006,293.049988,302.500000,302.500000,24341400
2020-09-03,295.989990,297.600006,283.630005,291.119995,291.119995,32198700
2020-09-04,287.250000,289.000000,271.140015,282.730011,282.730011,29809863
