Date,Open,High,Low,Close,Adj Close,Volume
2020-08-05,201.440002,204.690002,201.000000,203.619995,203.619995,5184500
2020-08-06,203.000000,205.389999,202.699997,205.020004,205.020004,3380700
2020-08-07,204.199997,209.750000,204.000000,209.479996,209.479996,6186000
2020-08-10,211.339996,212.919998,209.399994,212.580002,212.580002,6633800
2020-08-11,214.740005,215.600006,212.240005,212.660004,212.660004,5688200
2020-08-12,213.100006,214.389999,212.309998,213.240005,213.240005,4791900
2020-08-13,212.929993,213.330002,211.660004,211.979996,211.979996,4535600
2020-08-14,211.039993,211.970001,210.250000,210.960007,210.960007,3441500
2020-08-17,210.050003,210.820007,206.339996,206.779999,206.779999,5484400
2020-08-18,206.949997,209.759995,206.800003,208.330002,208.330002,3500100
2020-08-19,209.190002,210.210007,206.660004,207.210007,207.210007,5829000
2020-08-20,205.169998,206.789993,204.509995,206.119995,206.119995,4133800
2020-08-21,205.520004,208.399994,205.520004,207.429993,207.429993,4785300
2020-08-24,209.229996,213.300003,208.910004,212.610001,212.610001,5039500
2020-08-25,213.559998,214.000000,212.850006,213.350006,213.350006,3675900
2020-08-26,212.979996,215.830002,212.300003,214.660004,214.660004,4639000
2020-08-27,214.990005,217.979996,214.759995,216.869995,216.869995,4814200
2020-08-28,217.509995,218.809998,215.729996,218.550003,218.550003,4290400
2020-08-31,218.619995,219.449997,217.649994,218.039993,218.039993,6131900
2020-09-01,216.919998,218.589996,216.619995,218.550003,218.550003,4134300
2020-09-02,218.130005,222.089996,218.130005,221.679993,221.679993,5493900
2020-09-03,222.000000,223.240005,216.429993,218.149994,218.149994,7084700
2020-09-04,219.949997,221.479996,215.059998,218.320007,218.320007,5905551
